Image,PSNR,SSIM,MAE,MSE,Edge_Error,Edge_Preservation
000022,25.737106726924583,0.4753150936798658,0.03886137157678604,0.002668635919690132,0.08479084074497223,0.915209174156189
000023,26.325034405208427,0.4980769092362061,0.03633182868361473,0.0023307546507567167,0.07684525847434998,0.9231547117233276
000024,18.881852740103874,0.5929038532468244,0.0840868428349495,0.01293643843382597,0.10589119791984558,0.894108772277832
000025,22.233083601820773,0.7168789354424476,0.05083497241139412,0.005979868583381176,0.06782179325819016,0.9321781992912292
000026,22.36766514084745,0.7194808992401213,0.04977865517139435,0.005797402933239937,0.06661541759967804,0.9333845973014832
000027,22.108749236034836,0.704583522942245,0.0516485758125782,0.006153540685772896,0.06674531102180481,0.9332547187805176
000028,22.097543703806327,0.39074631548185784,0.06164613366127014,0.006169438362121582,0.1621009111404419,0.8378990888595581
000029,21.132004415547982,0.5705221550824353,0.06644158810377121,0.00770547753199935,0.10226866602897644,0.8977313041687012
000030,22.57883481113491,0.6072958705630794,0.055255427956581116,0.005522255785763264,0.09067889302968979,0.909321129322052
000031,21.4981415741366,0.5873122808913255,0.0635300874710083,0.0070824879221618176,0.09573667496442795,0.9042633175849915
000032,22.651918728815225,0.3260921552722946,0.05485844612121582,0.005430103745311499,0.10297038406133652,0.8970296382904053
000033,20.57589281474393,0.4870318552767742,0.06887238472700119,0.008758116513490677,0.10280904173851013,0.8971909284591675
000034,20.749455648115376,0.46229752481635267,0.06789906322956085,0.00841500610113144,0.1016601175069809,0.8983398675918579
000035,19.806758765721366,0.45180128456874563,0.07577913999557495,0.010455002076923847,0.1131715327501297,0.8868284821510315
000036,23.94616079747758,0.35308103450989725,0.04674611613154411,0.004030731972306967,0.08117145299911499,0.918828547000885
000037,21.710761927436213,0.4720495657348665,0.06368942558765411,0.006744096986949444,0.14931334555149078,0.8506866693496704
000038,20.73394009885589,0.4169605237349101,0.07172583043575287,0.008445123210549355,0.1615823358297348,0.838417649269104
000039,22.411266232675473,0.5097528012078361,0.058496322482824326,0.00573949096724391,0.15098409354686737,0.8490158915519714
000040,21.69054336106864,0.602453406470799,0.062100667506456375,0.0067755673080682755,0.11666762828826904,0.883332371711731
000041,23.34254295419359,0.7768236583268633,0.049932967871427536,0.004631756339222193,0.08412925153970718,0.915870726108551
000042,21.94519255289506,0.7516224376443763,0.05768377333879471,0.006389704067260027,0.08057940006256104,0.919420599937439
000043,23.388802630840274,0.7852205419223505,0.04903871566057205,0.004582682158797979,0.07213353365659714,0.9278664588928223
000044,19.021587934679978,0.6766117410116407,0.07691136747598648,0.012526830658316612,0.10242857784032822,0.8975714445114136
000045,21.687923535961517,0.6637161444776468,0.06312539428472519,0.006779655814170837,0.09554316103458405,0.9044568538665771
000046,21.638806968536667,0.6773603375610906,0.06345073878765106,0.0068567655980587006,0.0997113287448883,0.9002887010574341
000047,21.60776180815585,0.6756684228295253,0.06376594305038452,0.006905956193804741,0.09109196066856384,0.9089080095291138
000048,25.894596527668718,0.7765406595092669,0.025574468076229095,0.0025735958479344845,0.04122655838727951,0.9587734341621399
000049,16.41700922228147,0.2884293993052114,0.11691471189260483,0.02281912975013256,0.13008862733840942,0.8699113726615906
000050,16.340317013383665,0.2905305131914347,0.11844291538000107,0.02322567254304886,0.1395329087972641,0.8604670763015747
000051,16.10503181418326,0.2780767194916434,0.12150274217128754,0.024518664926290512,0.1352354884147644,0.8647645115852356
000052,21.187079014153888,0.2931958130109969,0.06955371797084808,0.007608378306031227,0.1567547768354416,0.8432452082633972
000053,23.31997837988814,0.660620309312316,0.04879414290189743,0.004655884113162756,0.07042638212442398,0.9295735955238342
000054,23.310126927755,0.641558897714392,0.04963080957531929,0.0046664574183523655,0.06980162113904953,0.9301983714103699
000055,24.14238914598728,0.6924785539626861,0.04335358738899231,0.0038526635617017746,0.06317154318094254,0.9368284344673157
000056,24.54411581394732,0.8048020126237916,0.03943619132041931,0.0035122742410749197,0.06259462982416153,0.9374053478240967
000057,22.4637711258891,0.3178060504385845,0.05812203884124756,0.005670520011335611,0.15082935988903046,0.8491706252098083
000058,24.135633953943287,0.39677146634077515,0.048130545765161514,0.003858660813421011,0.14987987279891968,0.8501201272010803
000059,22.74550749432653,0.32641744320898103,0.0564139224588871,0.005314338952302933,0.15208150446414948,0.8479185104370117
000060,22.00738649518746,0.512733639208502,0.06061546877026558,0.0062988512217998505,0.11014364659786224,0.8898563385009766
000061,23.70850075948085,0.3893082386762309,0.05062388256192207,0.004257453605532646,0.10977441817522049,0.8902255892753601
000062,23.19936370705422,0.3712795998128452,0.053536124527454376,0.004787002224475145,0.11084810644388199,0.8891518712043762
